رقم الصنف,الوصف,عدد الباركودات,الباركودات
905,,3,599599699509 | 6251229048210 | 2021112113295
907,تمر البلعاوي عمري 1 كيلو,0,
910,,1,6254299591051
919,تمر زهدي 1 كيلو -- علبة,1,2005994006135
935,,1,6254299591044
936,تمر مجَول 5 كيلو -,2,6250756975587 | 6250756975617
939,,2,6254299599569 | 6254243199005
947,,1,7296073109822
954,,2,6254299591020 | 9780201379617
958,تمر ملكي فاخر درجه اولي,2,6291100213344 | 6292111468686
1507,,1,8908006515684
رقم الصنف,بيان الصنف,1,الكتالوج الداخلي رقم الكتلوج
2001,اناناس الماس قطع 850 جرام,1,8850044313510
2004,فواكه مارينا 565 جرام Marina,1,7290017334219
2008,شرائح اناناس جرينر 850 جرام,1,8857651347815
2012,خوخ  820 جرام - WILLI FOOD,1,7290003578412
2018,زيتون بيونير مشرح 400 جرام اخضر,3,4521444758587 | 4522114414796 | 4952135781117
2033,اناناس 850 جرام قطع,1,7290014356412
2038,,1,7290117032923
2039,أناناس جرين جاردن  شرائح 830 جم  -,1,7290018554777
2042,,1,7290013151995
2050,ورق عنب محشي 300 جرام,4,3800236620594 | 3800236620501 | 3800236620488 | 3800236620495
2053,,1,7290002881261
2055,,2,7290002077121 | 7290004737443
2064,,1,8938501097
2070,جبنه  كريمي قشطه 450 جرام EIhamd,1,6224010237230
2088,,1,7290018638903
2301,تونة الامير الفاخر 150 جرام بارد,3,8852111019639 | 2106000011706 | 8852111019646
2302,تونة الطازة 140 جرام,2,4522112211410 | 8852768320010
2303,تونة الطازة 560 جرام - باكو × 4,1,4521212109955
2304,تونة المراعي 150 جرام Almaraai,2,7290013068583 | 7290010639687
2306,,3,4588852100117 | 2005141910100 | 4577752144994
2308,,0,
2311,تونة فولا 100 جرام Fulla,2,7290013068286 | 7290013068293
2312,تونة فولتونا 140 جرام,1,7290016096606
2313,تونة قطع اسرائيلي 98 جرام -باكو*6,1,7290016096613
2314,تونة لزيزة قطع 150 جرام Lazeza,3,6253503961178 | 6253503961529 | 6253503964988
2315,تونة مارينا بالفلفل 150 جرام Marina,4,7290015174497 | 7290017334103 | 7290001920206 | 7290015174480
2316,تونة مارينا 340 جرام,2,7290015174190 | 7290015174466
2317,تونة مارينا75جم,1,7290002071389
2318,تونة هاينز 150 جرام Heinz,1,6290090020062
2319,سردين مارينا مكريل بالبندورة 200 جرام,2,8850026370104 | 8850026207653
2320,تونا مارينا شرائح - فليه - فلفل حار /100 جرام,3,7290015174527 | 7290015174534 | 7290015174572
2321,,1,8852111020703
2322,,1,8852111021526
2323,تونا ليتا عادي 140 جرام / tonalita,2,8852111022646 | 8852111022813
2327,تونة الصياد 160 جرام - AL SAYAD,1,5285001151516
2329,تونة فلة 150 جرام - FULLA,1,7290010639144
2332,تونة الخيرات 140 جرام بالذرة -,2,8858768025443 | 8858768055358
2337,,1,7290015910385
2338,,1,7290015910392
2341,,1,8859358802178
2346,تونة ابو الراغب 140 جم - باليمون,2,8858768065005 | 8858768065814
2347,,1,7290011423667
2348,,1,7290011423650
2349,تونة اجنبي 140 جرام - حمرة,8,7290018554708 | 7290014647817 | 792649857076 | 7290002845720 | 7290019226529 | 7290016106671 | 7290016806052 | 8529018500149
2350,,1,7290018554715
2351,تونة بابا تون 160 جم,1,8697480045540
2352,,1,8887522605218
2354,,1,749350088596
2359,,1,7290019587439
2363,,2,748485103310 | 7290109847481
2369,,1,737946359335
2370,,1,737946359342
2371,,1,7290020080318
2372,تونة قطع 140 جرام باكو × 4 -  احضر,1,7290019568209
2379,سردين جوكي علب 125 جرام,2,6111249192419 | 6111267540087
2381,,1,8859624800396
2385,,2,8936188330221 | 8936188330191
2387,,1,8694918046179
2388,,1,9556106007531
2389,سردين لذيذة برتغالي 125 جرام بالزيت,1,6253503961345
2400,,4,8690559470502 | 8690559021698 | 8691004157337 | 8690559022329
2600,حمص امريكانا مطحون 400 جرام Americana,2,32894035042 | 6222027800188
2602,حمص الفصول الاربعة 400 جرام,1,1236547856322
2603,حمص بليلة بيونير 400 جرام - طويلة,1,4955855455122
2604,حمص بليلة بيونير 400 جرام - عريض,1,4985687400014
2605,حمص بليلة بيونير حبة كبيرة 570 جرام,2,4983333215418 | 4983399215551
2608,حمص جنرال 550 جرام,1,4821472401234
2613,حمص بلبلة الصفا  400 جرام,1,6290050002336
2614,بازيلا رويال هليلز 400 جرام,1,6224010160071
2902,خميرة الشراع 400 جرام,1,595684000007
2906,خميرة باشا 450 جرام Pasha,1,8680202110183
2909,خميرة بيونير 400 جرام,1,5485586499212
2910,خميرة بيونير 90 جرام,2,9725998384154 | 1005100510052
2911,خميرة جنان 400 جرام,1,6959483251147
2913,خميرة حدائق الشام 400 جرام,1,597752020023
2915,,1,23061010061
2928,,2,8690770322796 | 1223490137837
2932,خميرة شلة 400 جرام,2,7562168487022 | 6281100454113
2933,,2,4680024090377 | 6917790980228
2935,,3,6917790983649 | 4680024090414 | 8690770329917
2939,,1,4607107440379
3102,,1,1236547856636
3103,ذرة الفصول الاربعة 400 جرام - طويلة,1,1236547856629
3104,ذرة امريكانا 400 جرام Americana,1,32894022776
3105,ذرة حلوة بيونير اسرائيلي 340 جرام,3,6972018110214 | 6972018110207 | 4503115997891
3110,ذرة علبة عيدن 340 غم,1,7290010962105
3111,بازيلا مع جزر علب عيدن 580 غم,5,7290113862135 | 7290010962075 | 7290120860179 | 7290113862111 | 7290120860186
3123,,1,8005020078758
3127,,1,7290018554821
3130,,1,6224011479899
3131,زيتون اسود مشرح  بري شين 540 غم -pri,3,6253504350988 | 7296107000453 | 7296107000439
3141,,1,6967541215154
3145,,1,7290019981251
3300,زيتون اخضر بلدي ابو حميد 500 جرام,1,2005984442974
3305,زيتون بدون نوى كومارو 390 جرام Comaro,4,8410416001263 | 8410242023002 | 8410416010012 | 8410416001249
3306,زيتون مشرح ابو حميد اسود 390 جرام,2,5446985782480 | 5446985893599
3308,زيتون مشرح اسود تورينت 390 جرام torrent,2,8436019236710 | 8436019237434
3310,زيتون مشرح اخضر عيدن 560 جرام Eden,2,7290012453434 | 7290005078361
3311,زيتون مشرح اخضر قطفة 390 جرام,2,4715664001435 | 4715678443603
3312,زيتون مشرح اسود لوريتو 350 جرام Loreto,1,8413552043920
3313,زيتون مشرح اخضر ليماس 400 جرام  Lemas,2,8680304280715 | 8680304280722
3318,زيتون أخضر مشرح يلديز 340 جم  yildiz,1,8682162721973
3331,,1,6253504350704
3333,زيتون اخضر شراح اخضر بري طري 560 جرام,1,7290020049049
3336,زيتون اسود شرائح,1,7290002057628
3338,,1,6253014773581
3341,,1,7296107000163
3344,,1,23502893284
3345,,1,6253505499662
3347,,1,7290018554999
3500,صلصة ابو حميد 400 جرام,2,8690955544401 | 6251972000213
3501,صلصة ابو حميد 830 جرام,2,8690955511113 | 6251972000206
3502,صلصة البركه 135 جرام,2,6253500015775 | 6253500015904
3503,صلصة البركه 135 جرام -- باكو× 4,2,6253500015805 | 6253500016017
3504,صلصة معجون طماطم الشمس 400 جرام,1,6223003183622
3505,صلصة اول قطفة 400 جرام,1,6281026102600
3507,صلصة بيورتي زدكو 580 جرام Purity,1,6253504310975
3508,صلصة بيونير 200 جرام,1,4985333330115
3509,صلصة بيونير 560 جرام,1,4588887777124
3510,صلصة بيونير 70 جرام,1,4682136784021
3511,,1,4582136788855
3512,صلصة بيونير 700 جرام,1,4588887775557
3513,صلصة بيونير 700 جرام - زجاج,1,2020011616074
3514,صلصة بيونير ايطالي 400 جرام,2,4520202020119 | 4588887555883
3515,صلصة بيونير بيور 400 جرام,1,4955885588777
3516,صلصة بيونير بيور 700 جرام,1,4999988875105
3520,صلصة جنرال 200 جرام,1,2005660001037
3523,صلصة ريو سانتوس معكرونة 340 جرام,3,8697406273101 | 8697406273125 | 8697406273118
3524,صلصة زيتا فلفل حار 250 مل Zeta,1,6253505511654
3525,صلصة زير 400 جرام ZER,1,8697422630322
3526,صلصة زير 830 جرام ZER,1,8697422630339
3528,صلصة صابحة 200جرام,1,9902218865017
3529,صلصة صابحة 70 جرام,1,9724155321087
3534,,1,7290011996109
3535,صلصة قطفة 400 جرام,1,2005664004119
3537,صلصة هاينز 370 جرام Heinz,1,6221033111318
3538,صلصة يونجا 200 جرام,1,8697406277086
3539,صلصة يونجا 360 جرام,1,8697406271916
3540,صلصة يونجا 400 جرام,1,8697406271459
3541,صلصة يونجا 700 جرام,1,8697406272555
3542,صلصة يونجا 830 جرام,1,8691321701015
3545,,2,6253804992727 | 2023916163506
3558,,1,6223005120182
3562,صويا صوص باربيكيو زيتا 275 جرام,1,6253505512989
3564,,1,8690635030163
3569,,1,8032754230503
3581,,1,8005020076662
3587,صلصة طماطم بالبصل ايطالية 350 جرام,5,7290112349705 | 7290112349750 | 7290112349736 | 7290112349743 | 693493251990
3617,,1,5601151060254
3632,صلصة بيران 855  جرام,1,6260037310211
3634,صلصة قيوريلا 50 جرام,1,6223009190013
3636,,1,7290019994602
3659,صلصة نجوم 400 جرام,4,6959275563892 | 6298044185416 | 669568051918 | 8003496004516
3664,,1,6253503475149
3666,,1,6225000221611
3801,فاصوليا بيونير 400 جرام - عريض,1,4987686668723
3802,فاصوليا بيونير 570 جرام - طويل,1,9555426715287
3803,فاصوليا جنرال 550 جرام,1,597059975750
3808,علبة بازيلاء 250 جم  - unifood,2,8694918036057 | 6253336202554
3809,علبة بازيلاء وجرز  صفا  400 جم,2,6290050003951 | 745178893442
3816,,1,6223014740265
3822,,1,6920072426697
3900,فلفل احمر ابو حميد زجاجة 1 كيلو,2,2005994441868 | 6251972000305
3901,فلفل احمر ابو حميد 480 جرام - زجاجة,2,2005994442971 | 6251972000398
3904,مخلل خيار   550 جرام,1,6253504350216 --
3920,,1,4579218358884
3950,,1,792649446546
4100,فول الربيع 550 جرام جنرال,1,2005660001013
4101,فول الربيع 400 جرام جنرال,2,3821647139000 | 5359663324370
4102,فول الصباح سادة 400 جرام,1,6224007492666
4103,فول امريكانا سادة 400 جرام,6,32894022011 | 32894030535 | 32894035080 | 32894022103 | 32894022707 | 882149001885
4105,,1,4522547988819
4106,فول بيونير 540 جرام - علبة طويلة,1,4966633257005
4108,فول بيونير مع حمص 400 جرام - مدور,2,4986878547778 | 4588548484804
4109,فول حدائق شمس 400 جرام,2,6224000567729 | 6222015600202
4110,فول صابحة 400 جرام - طويلة,2,2759036958813 | 9322659999995
4111,فول صابحة 550 جرام,3,595858785006 | 595858785112 | 8002060062891
4112,فول قطفة 400 جرام,2,6290201379621 | 6290201379522
4113,فول مري لاند سادة 400 جرام,1,1234567123597
4114,فول هارفست بالفلفل الحار 380 جرام Harvest,5,6223001060000 | 6223001060031 | 6223001062547 | 6223001060758 | 6223001060925
4115,فول يونجا 400 جرام,1,6952612201907
4116,فول مدمس بيونير طويل 400 جرام,1,4966305301944
4117,,1,3335556664442
4122,,1,6224010160019
4125,,2,8005020077423 | 8005020078741
4126,فول صابحة 400 جرام,4,8005020072244 | 8005020071230 | 8005020071575 | 8005020088887
4128,,1,684500704523
4130,فول جنيرال الربيع 550 جرام,1,2020011520562
4135,فول الكسيح مدمس بالفلفل حبة صغيرة 260 غم,2,617241001217 | 617241001019
4142,فول مدمس امريكانا خلطات 400 جرام بزيت,3,32894022066 | 32894022189 | 32894022165
4147,فول معلب 400 جرام   - ROZ,1,8683125952618
4148,فول مدمس مهرة 400 جرام,1,6291104485044
4154,حمص تات مسلوق 800 جرام,1,8690635063284
4155,فول برايم 400 جرام,1,6223005200006
4156,لبنة كرات معلبة  400 جرام   - DAM,1,6216930589629
4175,,2,7290002019183 | 7290002019763
4176,قلايه بندوره 400 جرام  - ابو تاج,5,7290016517736 | 7290016087468 | 7290016087475 | 7290020348982 | 8010384000833
4186,فول دورينا 400 جرام,3,6223005904195 | 6223014741736 | 6224008946182
4189,فول سوبر تست 400 جرام -,2,6223009190556 | 6290360091624
4199,,1,8005121006100
4202,,1,6224000567002
4258,,1,693493251860
4403,لانشون اورجينال 240 جرام Orginal,1,8681282303052
4406,لانشون سنيورة حبش 800 جرام,1,6253005360509
4407,لانشون ماديكو 310 جرام - بيت المقدس,1,7290012971211
4408,لانشون ماديكو 800 جرام - بيت المقدس,1,7290012971709
4409,لانشون نعمة 200 جرام,1,6253005360554
4410,لانشون نعمة 800 جرام,2,6253005360523 | 6253005355123
4413,لحمة اكسترا 340 جرام,4,7896031240835 | 7896031240842 | 7896860547921 | 7899567249143
4414,لحمة اكسترا بيونير 200 جرام,1,7899567245114
4415,لحمة اكسترا بيونير 320 جرام,1,4522145254798
4416,,1,7899567249150
4417,,1,7899567248351
4420,لانشون روعة 225 غم,2,8682205450174 | 8681282303663
4430,لحمة بوردن 340 جرام   - ازرق,1,7899567248092
4432,لحمة قطع  معلب 400 جرام - ابو تاج,5,7290010018062 | 7290008961127 | 7290008961110 | 7290010018543 | 7290020348883
4441,,1,6253005360462
4453,,1,6291105979962
4457,,4,7290012971297 | 7290012971440 | 7290012971433 | 7290012971662
4458,لحمة لانشون نورس 200 جم,4,8682205455544 | 8682205457982 | 8698995519694 | 8682205456466
4601,مخلل خيار عيدن 670 جرام Eden 7-9,2,7290010692163 | 7290015998567
4625,مخلل خيار زادنا 540 جرام - zadona,3,6253014773017 | 6253014773604 | 6253014773550
4628,مخلل باذنجان 560 جرام,1,7290020049797
4634,زيتون اخضر شرائح 560 جرام - neom,2,3800236620990 | 3800236620969
4643,,1,628430450235
4800,مشروم ابو حميد 400 جرام,1,2235354153333
4802,مشروم الفصول الاربعة اسود 400 جرام,2,9725977520207 | 1236547856384
4803,مشروم امريكانا 400 جرام  Americana,1,882149000406
4805,مشروم جرينز 400 جرام,1,6935897621943
4806,,1,35962
4807,مشروم قطفة 400 جرام,4,5701655434640 | 6935897624821 | 6935897624845 | 6935897624838
4812,,0,
4814,مشروم ويلا فود حب 400 جرام Willi Food,1,7290008175814
4816,مقدوس ابو حميد 400 جرام,2,1237894563000 | 6251972000190
4817,مقدوس ابو حميد 650 جرام,2,9771473888013 | 6251972000435
4845,,1,6945105132109
4856,طحينة السهل 400 جرام,2,6253000040550 | 6224000751906
5024,,1,4603785866449
5029,,1,8695788007543
5034,,1,6225005366843
5043,سيرج شمس بيور 3 لتر PURE,1,4820078572102
5049,,1,6224009698240
5060,سيرج كلارا 1 لتر,2,6200555221177 | 6200099882170
5062,سيرج دوار سمش ممتاز 1.5 لتر,7,6291113003604 | 6291003303913 | 6223008791570 | 6291059071200 | 6291106828177 | 6291113105216 | 6291003304255
5070,سيرج دوار شمس بلقيس 1 لتر,10,7290014356276 | 8697158000024 | 4620169400013 | 7290002374268 | 721688099703 | 7290003578672 | 7290018474587 | 4699305475444 | 7290002374312 | 7290018474983
5071,سيرج شمس 900 مل    -,5,4600829002702 | 7290017252964 | 7290001855072 | 7290001855935 | 7290118480563
5094,سيرج شمس 1 لتر - لحظات / LAHAZAT,3,6330022651275 | 6224002811011 | 6224008687375
5098,,1,9781234567897
5304,,1,6295120006856
5706,سمنة الربيع 750جرام,1,2056997660428
5711,سمنة بيونير 750 جرام,1,4521039786117
5715,,1,6223000264492
5717,سمنة زير 728 جرام ZER,1,8681407006691
5721,,1,6222000552608
5723,,1,6222000553452
5724,سمنة كلارا 2268 جرام Claire,1,8710472012037
5734,,1,202503031338
5742,,1,6224001580314
5743,,1,6223000265079
5748,سمنة شهية 700 جرام - Najjar,2,6225000778894 | 6225000078413
5751,سمنه الامان,1,8908022370137
5761,سمنة زبيده  1 كيلو,1,6291059073853
5763,,1,6222000551823
5904,ارز ابو العوف بسمتي سيلا 1 كيلو,1,8906040373864
